Number,ID,DIVE.TIME,MAX.DEPTH,LUNGES,SURFACE.TIME,EXPOSURE,td,tu,lat,lon,turns,steps,var.head,medianRLrms,phase,dnum
7,bw11_221a,43,9,0,23,None,8/9/2011 13:19,8/9/2011 13:20,33.45538885,-117.9079849,9.22E-07,66.13128752,0.008028,0,pre,7
8,bw11_221a,85,15,0,3,None,8/9/2011 13:20,8/9/2011 13:21,33.4551616,-117.907327,1.121799391,167.7141699,0.00507,0,pre,8
9,bw11_221a,38,8,0,49,None,8/9/2011 13:21,8/9/2011 13:22,33.45617215,-117.9059877,0.735004475,386.1745057,0.008806,0,pre,9
10,bw11_221a,397,231,0,53,None,8/9/2011 13:23,8/9/2011 13:29,33.45962271,-117.9055587,0.351706586,479.7944131,0.403053,0,pre,10
11,bw11_221a,131,18,0,81,None,8/9/2011 13:30,8/9/2011 13:32,33.46380304,-117.9068168,0.07384846,719.5258076,0.05219,0,pre,11
12,bw11_221a,557,232,4,128,None,8/9/2011 13:34,8/9/2011 13:43,33.46993974,-117.9092497,-0.044847831,704.8792253,0.219267,0,pre,12
13,bw11_221a,106,28,0,108,None,8/9/2011 13:45,8/9/2011 13:47,33.47603417,-117.9113097,-2.896185538,153.5403619,0.487123,0,pre,13
14,bw11_221a,588,240,3,168,None,8/9/2011 13:49,8/9/2011 13:58,33.47483654,-117.9104895,-0.362012347,522.575972,0.813862,0,pre,14
15,bw11_221a,610,193,2,3,None,8/9/2011 14:01,8/9/2011 14:11,33.47020132,-117.9095988,4.03E-06,250.545116,0.497936,0,pre,15
16,bw11_221a,43,12,0,3,None,8/9/2011 14:11,8/9/2011 14:12,33.46797901,-117.9091718,1.20E-06,74.81825113,0.002781,0,pre,16
17,bw11_221a,99,25,0,52,None,8/9/2011 14:12,8/9/2011 14:14,33.46731537,-117.9090442,-0.187082701,430.8720476,0.57513,0,pre,17
18,bw11_221a,461,83,0,136,None,8/9/2011 14:15,8/9/2011 14:22,33.46344618,-117.9091688,0.456657343,673.299312,0.423642,0,pre,18
19,bw11_221a,550,237,2,90,None,8/9/2011 14:25,8/9/2011 14:34,33.45794078,-117.9061666,0.635601624,513.0864996,0.333188,0,pre,19
20,bw11_221a,143,40,0,142,None,8/9/2011 14:35,8/9/2011 14:38,33.45569648,-117.9013412,1.421522595,649.6933286,0.489021,0,pre,20
21,bw11_221a,601,235,3,124,None,8/9/2011 14:40,8/9/2011 14:50,33.46033747,-117.8970995,0.172915772,704.0741097,0.361137,0,pre,21
22,bw11_221a,142,142,0,38,None,8/9/2011 14:52,8/9/2011 14:54,33.46595027,-117.8936048,0.015253933,359.9189461,0.006875,0,pre,22
23,bw11_221a,92,16,0,86,None,8/9/2011 14:55,8/9/2011 14:57,33.46884182,-117.8918707,0.163758366,672.1991718,0.156279,0,pre,23
24,bw11_221a,531,187,1,33,PRN,8/9/2011 14:58,8/9/2011 15:07,33.47460892,-117.889725,0.072060897,620.8748641,0.181468,109.759843,during,24
25,bw11_221a,83,13,0,65,PRN,8/9/2011 15:07,8/9/2011 15:09,33.48004035,-117.8882051,-1.025798611,551.4651798,0.187164,118.210924,during,25
26,bw11_221a,498,216,0,135,PRN,8/9/2011 15:10,8/9/2011 15:18,33.48158083,-117.8825601,-0.718399026,1034.771074,0.298592,126.107912,during,26
27,bw11_221a,657,224,2,162,PRN,8/9/2011 15:20,8/9/2011 15:31,33.47790271,-117.8723251,-0.155173229,1110.357346,0.248158,133.941751,during,27
28,bw11_221a,697,238,5,154,None,8/9/2011 15:34,8/9/2011 15:45,33.47258231,-117.8622102,0.601855031,776.4811595,0.332179,0,post,28
29,bw11_221a,582,211,4,126,None,8/9/2011 15:48,8/9/2011 15:58,33.4728802,-117.8538557,0.497149267,621.1387626,0.534129,0,post,29
30,bw11_221a,547,143,3,132,None,8/9/2011 16:00,8/9/2011 16:09,33.47576172,-117.8481274,1.54E-05,653.5296485,0.636007,0,post,30
31,bw11_221a,613,160,5,164,None,8/9/2011 16:11,8/9/2011 16:21,33.47879359,-117.8421003,-0.168770167,96.4013449,0.371366,0,post,31
32,bw11_221a,592,165,5,95,None,8/9/2011 16:24,8/9/2011 16:34,33.47910932,-117.8411335,-2.794644295,295.1538844,0.579624,0,post,32
33,bw11_221a,384,121,3,141,None,8/9/2011 16:35,8/9/2011 16:42,33.47735852,-117.8435207,NA,NA,0.581591,0,post,33
1,bw11_221b,605,221,3,77,None,8/9/2011 14:24,8/9/2011 14:35,33.45786002,-117.9060371,NA,510.2767016,0.337754,0,pre,1
2,bw11_221b,203,48,0,54,None,8/9/2011 14:36,8/9/2011 14:39,33.4557503,-117.9011594,1.409929106,647.8301636,0.535955,0,pre,2
3,bw11_221b,646,226,3,96,None,8/9/2011 14:40,8/9/2011 14:51,33.46044263,-117.8970333,0.15755845,871.3074859,0.27471,0,pre,3
4,bw11_221b,283,52,0,40,None,8/9/2011 14:52,8/9/2011 14:57,33.46740014,-117.8927353,0.141882286,854.1306225,0.094209,0,pre,4
5,bw11_221b,597,184,4,3,PRN,8/9/2011 14:58,8/9/2011 15:08,33.47464728,-117.8897143,0.105966271,641.9214198,0.178554,111.338308,during,5
6,bw11_221b,133,20,0,3,PRN,8/9/2011 15:08,8/9/2011 15:10,33.48026282,-117.8881428,-1.071659158,552.9306259,0.147575,115.293114,during,6
7,bw11_221b,503,207,2,133,PRN,8/9/2011 15:10,8/9/2011 15:18,33.48158807,-117.8824035,-0.68391217,1034.504685,0.328488,128.364318,during,7
8,bw11_221b,692,221,2,131,PRN,8/9/2011 15:20,8/9/2011 15:32,33.4778136,-117.8722222,-0.1403108,1098.749994,0.209436,134.015413,during,8
9,bw11_221b,721,228,5,117,None,8/9/2011 15:34,8/9/2011 15:46,33.47257807,-117.862191,0.589224549,760.9236112,0.307268,0,post,9
10,bw11_221b,627,199,5,55,None,8/9/2011 15:48,8/9/2011 15:58,33.47280712,-117.854001,0.506290109,622.9395281,0.561331,0,post,10
11,bw11_221b,637,142,2,68,None,8/9/2011 15:59,8/9/2011 16:10,33.47569699,-117.8482561,1.57E-05,665.2321816,0.621625,0,post,11
12,bw11_221b,654,151,3,125,None,8/9/2011 16:11,8/9/2011 16:22,33.47878315,-117.842121,-0.162748365,99.53150734,0.382014,0,post,12
13,bw11_221b,649,171,2,38,None,8/9/2011 16:24,8/9/2011 16:32,33.47911417,-117.8411252,-2.755903406,312.0916696,0.600569,0,post,13
14,bw11_221b,388,118,1,106,None,8/9/2011 16:35,8/9/2011 16:42,33.47717048,-117.8435475,1.887340268,474.86757,0.689672,0,post,14
15,bw11_221b,473,143,2,71,None,8/9/2011 16:44,8/9/2011 16:51,33.47514535,-117.8390464,NA,NA,0.175999,0,post,15
16,bw11_221b,592,156,3,81,None,8/9/2011 16:53,8/9/2011 17:02,NA,NA,NA,NA,0.337561,0,post,16
17,bw11_221b,550,198,3,56,None,8/9/2011 17:04,8/9/2011 17:13,NA,NA,NA,NA,0.808522,0,post,17
1,bw12_292a,905,28,0,74,None,10/18/2012 10:13,10/18/2012 10:28,33.36952216,-118.9118031,NA,746.6435543,0.236348,0,pre,1
2,bw12_292a,1262,29,0,96,None,10/18/2012 10:30,10/18/2012 10:51,33.37525444,-118.907633,-0.171329966,877.1565425,0.220143,0,pre,2
3,bw12_292a,998,30,0,69,None,10/18/2012 10:52,10/18/2012 11:09,33.38119444,-118.901433,0.183823028,477.3790391,0.082294,0,pre,3
4,bw12_292a,958,110,0,71,None,10/18/2012 11:10,10/18/2012 11:26,33.38488692,-118.8988214,-0.338480327,227.2877426,0.460017,0,pre,4
5,bw12_292a,1145,26,0,89,None,10/18/2012 11:27,10/18/2012 11:46,33.38620104,-118.8969499,-0.065596669,480.6070751,0.263913,0,pre,5
6,bw12_292a,993,27,0,60,None,10/18/2012 11:48,10/18/2012 12:04,33.38875684,-118.8927826,-0.044311781,748.3803625,0.208867,0,pre,6
7,bw12_292a,1189,27,0,86,None,10/18/2012 12:05,10/18/2012 12:25,33.39249207,-118.8860879,0.578620954,391.4425925,0.280399,0,pre,7
8,bw12_292a,1124,26,0,76,None,10/18/2012 12:26,10/18/2012 12:45,33.39572568,-118.8844331,-0.764846111,601.3595904,0.315353,0,pre,8
9,bw12_292a,1257,33,0,87,None,10/18/2012 12:46,10/18/2012 13:07,33.39784007,-118.8784788,0.180541793,856.7225819,0.129246,0,pre,9
10,bw12_292a,1106,29,0,83,None,10/18/2012 13:09,10/18/2012 13:27,33.40207951,-118.870785,-0.308909747,1170.609996,0.086968,0,pre,10
11,bw12_292a,1037,32,0,95,PRN,10/18/2012 13:28,10/18/2012 13:46,33.4049156,-118.8586553,0.095345074,780.4660267,0.048335,129.51334,during,11
12,bw12_292a,872,33,0,72,PRN,10/18/2012 13:47,10/18/2012 14:02,33.40744413,-118.8508219,-0.057216016,875.8769191,0.050126,128.678603,during,12
13,bw12_292a,966,39,0,98,PRN,10/18/2012 14:03,10/18/2012 14:19,33.40985512,-118.8418497,-0.038783907,813.5233505,0.022097,123.931928,during,13
14,bw12_292a,1016,33,0,106,None,10/18/2012 14:21,10/18/2012 14:37,33.41182145,-118.8334178,NA,NA,0.024688,0,post,14
1,bw13_191a,434,109,3,200,None,7/10/2013 12:01,7/10/2013 12:08,NA,NA,NA,NA,0.168442,0,pre,1
2,bw13_191a,103,24,1,59,None,7/10/2013 12:11,7/10/2013 12:13,NA,NA,NA,NA,0.71931,0,pre,2
3,bw13_191a,80,34,1,202,None,7/10/2013 12:14,7/10/2013 12:15,NA,NA,NA,NA,0.470375,0,pre,3
4,bw13_191a,237,61,2,63,None,7/10/2013 12:18,7/10/2013 12:22,NA,NA,NA,NA,0.562047,0,pre,4
5,bw13_191a,140,42,0,107,None,7/10/2013 12:23,7/10/2013 12:26,NA,NA,NA,NA,0.065897,0,pre,5
6,bw13_191a,233,57,0,80,None,7/10/2013 12:27,7/10/2013 12:31,NA,NA,NA,NA,0.416097,0,pre,6
7,bw13_191a,274,58,0,49,None,7/10/2013 12:33,7/10/2013 12:37,33.4148262,-117.7014166,NA,552.7326465,0.134822,0,pre,7
8,bw13_191a,36,10,1,251,None,7/10/2013 12:38,7/10/2013 12:38,33.41019969,-117.699257,0.478863896,338.4498275,0.265526,0,pre,8
9,bw13_191a,220,95,1,6,None,7/10/2013 12:43,7/10/2013 12:46,33.40819151,-117.6965224,0.644421232,224.0510209,0.162007,0,pre,9
10,bw13_191a,124,75,1,24,None,7/10/2013 12:46,7/10/2013 12:48,33.4080425,-117.694118,-0.524900067,26.98632721,0.380177,0,pre,10
11,bw13_191a,106,60,1,49,None,7/10/2013 12:49,7/10/2013 12:51,33.40790526,-117.6938786,-1.660675802,63.1536694,0.80526,0,pre,11
12,bw13_191a,210,95,0,95,None,7/10/2013 12:51,7/10/2013 12:55,33.40746589,-117.6943085,-2.506192511,241.9407302,0.835982,0,pre,12
13,bw13_191a,296,72,1,92,None,7/10/2013 12:57,7/10/2013 13:01,33.40963628,-117.6941716,-2.576341126,442.8863984,0.519491,0,pre,13
14,bw13_191a,369,78,1,182,None,7/10/2013 13:03,7/10/2013 13:09,33.40616265,-117.691848,0.111034534,508.8623229,0.357309,0,pre,14
15,bw13_191a,272,122,0,97,None,7/10/2013 13:12,7/10/2013 13:16,33.40244221,-117.6886665,0.518373684,642.1796171,0.228349,0,pre,15
16,bw13_191a,402,111,2,144,RealMFA,7/10/2013 13:18,7/10/2013 13:25,33.40002808,-117.6823905,-0.51476661,718.9814374,0.286883,122.870977,during,16
17,bw13_191a,497,99,4,142,RealMFA,7/10/2013 13:27,7/10/2013 13:35,33.39478492,-117.6778731,-0.38219326,879.4820538,0.255769,125.924014,during,17
18,bw13_191a,505,117,4,148,RealMFA,7/10/2013 13:38,7/10/2013 13:46,33.38711666,-117.6755955,0.49026928,647.5369211,0.223354,126.830983,during,18
19,bw13_191a,508,108,4,137,RealMFA,7/10/2013 13:49,7/10/2013 13:57,33.38278784,-117.6709421,0.558062121,524.2815742,0.478515,130.620564,during,19
20,bw13_191a,496,100,4,105,RealMFA,7/10/2013 13:59,7/10/2013 14:08,33.38148814,-117.6655209,-0.578767269,577.7906921,0.454892,137.220991,during,20
21,bw13_191a,393,91,3,125,RealMFA,7/10/2013 14:09,7/10/2013 14:16,33.37755469,-117.6614654,-0.378767446,564.2136445,0.232966,135.915992,during,21
22,bw13_191a,523,113,4,130,None,7/10/2013 14:18,7/10/2013 14:27,33.37276527,-117.6594795,0.476126178,680.1500875,0.172318,0,post,22
23,bw13_191a,390,103,1,110,None,7/10/2013 14:29,7/10/2013 14:35,33.36854426,-117.65419,-0.170733981,732.5310814,0.13536,0,post,23
24,bw13_191a,373,87,1,117,None,7/10/2013 14:37,7/10/2013 14:43,33.36325648,-117.6495002,-0.229635721,212.9365394,0.039582,0,post,24
25,bw13_191a,593,115,3,159,None,7/10/2013 14:45,7/10/2013 14:55,33.36150119,-117.64859,-2.538318174,711.1083915,0.490658,0,post,25
26,bw13_191a,505,123,4,116,None,7/10/2013 14:58,7/10/2013 15:06,33.36489107,-117.6550727,-0.393417588,478.665982,0.050712,0,post,26
27,bw13_191a,478,115,4,128,None,7/10/2013 15:08,7/10/2013 15:16,33.3683961,-117.6580551,-0.906730557,84.82694339,0.841906,0,post,27
28,bw13_191a,513,111,4,153,None,7/10/2013 15:18,7/10/2013 15:27,33.36912765,-117.6577997,1.055434727,538.7899236,0.640877,0,post,28
29,bw13_191a,512,117,3,116,None,7/10/2013 15:29,7/10/2013 15:38,33.37261465,-117.6618189,-0.493833674,421.4236683,0.33481,0,post,29
30,bw13_191a,373,84,3,105,None,7/10/2013 15:40,7/10/2013 15:46,33.37625896,-117.6630464,-0.04298519,277.8474332,0.769903,0,post,30
31,bw13_191a,394,83,3,74,None,7/10/2013 15:48,7/10/2013 15:54,33.37868834,-117.663732,-0.14744094,222.5457372,0.277711,0,post,31
32,bw13_191a,228,74,2,32,None,7/10/2013 15:55,7/10/2013 15:59,33.38068029,-117.6639353,0.613902617,154.4034552,0.493665,0,post,32
33,bw13_191a,232,68,2,89,None,7/10/2013 16:00,7/10/2013 16:04,33.38174469,-117.6650003,-6.16E-06,157.6027255,0.655544,0,post,33
34,bw13_191a,237,56,2,39,None,7/10/2013 16:05,7/10/2013 16:09,33.38283114,-117.6660874,-4.82E-06,123.4682363,0.49989,0,post,34
35,bw13_191a,95,47,1,101,None,7/10/2013 16:10,7/10/2013 16:11,33.38368229,-117.6669391,0.450999842,215.3431281,0.634048,0,post,35
36,bw13_191a,253,55,2,21,None,7/10/2013 16:13,7/10/2013 16:17,33.38447627,-117.6690516,NA,NA,0.121052,0,post,36
37,bw13_191a,228,65,2,35,None,7/10/2013 16:17,7/10/2013 16:21,NA,NA,NA,NA,0.044304,0,post,37
38,bw13_191a,113,52,1,6,None,7/10/2013 16:22,7/10/2013 16:23,NA,NA,NA,NA,0.233515,0,post,38
39,bw13_191a,109,61,0,64,None,7/10/2013 16:24,7/10/2013 16:25,NA,NA,NA,NA,0.583104,0,post,39
40,bw13_191a,166,77,1,87,None,7/10/2013 16:26,7/10/2013 16:29,NA,NA,NA,NA,0.044012,0,post,40
41,bw13_191a,638,137,5,118,None,7/10/2013 16:31,7/10/2013 16:41,NA,NA,NA,NA,0.168819,0,post,41
1,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,1
2,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,2
3,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,3
4,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,4
5,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,5
6,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,6
7,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,7
8,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,8
9,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,9
10,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,10
11,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,11
12,bw13_193a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pre,12
1,bw13_207a,503,135,4,128,None,7/26/2013 15:47,7/26/2013 15:55,NA,NA,NA,NA,0.27744,0,pre,1
2,bw13_207a,394,114,4,79,None,7/26/2013 15:57,7/26/2013 16:04,NA,NA,NA,NA,0.43509,0,pre,2
3,bw13_207a,353,123,3,70,None,7/26/2013 16:05,7/26/2013 16:11,33.6400327,-118.2670466,NA,255.7058898,0.347647,0,pre,3
4,bw13_207a,453,77,4,64,None,7/26/2013 16:12,7/26/2013 16:20,33.64117087,-118.26465,2.355449768,63.59642771,0.516373,0,pre,4
5,bw13_207a,239,66,2,62,None,7/26/2013 16:21,7/26/2013 16:25,33.64132467,-118.2653108,2.640585674,65.20723669,0.891755,0,pre,5
6,bw13_207a,333,71,3,77,None,7/26/2013 16:26,7/26/2013 16:31,33.64091468,-118.2648083,0.741958288,89.34934571,0.898453,0,pre,6
7,bw13_207a,238,93,2,54,None,7/26/2013 16:32,7/26/2013 16:36,33.6408906,-118.2638446,2.817361335,171.7874095,0.644951,0,pre,7
8,bw13_207a,364,103,3,51,None,7/26/2013 16:37,7/26/2013 16:43,33.64142892,-118.2655818,-0.980405609,201.5305361,0.635938,0,pre,8
9,bw13_207a,210,66,2,4,None,7/26/2013 16:44,7/26/2013 16:48,33.64318964,-118.2660877,0.42956958,249.1783456,0.225749,0,pre,9
10,bw13_207a,238,86,2,100,None,7/26/2013 16:48,7/26/2013 16:52,33.6449545,-118.2677416,0.361252299,469.6219094,0.328718,0,pre,10
11,bw13_207a,136,42,0,57,None,7/26/2013 16:53,7/26/2013 16:55,33.64714779,-118.2720705,-0.163373292,456.4428974,0.207791,0,pre,11
12,bw13_207a,488,118,4,79,None,7/26/2013 16:56,7/26/2013 17:04,33.64982193,-118.2758044,-0.665811798,741.1674477,0.200327,0,pre,12
13,bw13_207a,271,136,1,93,None,7/26/2013 17:06,7/26/2013 17:10,33.65635164,-118.2773671,-0.323314731,559.5882304,0.092706,0,pre,13
14,bw13_207a,254,121,1,33,None,7/26/2013 17:12,7/26/2013 17:16,33.66133962,-118.2766174,0.194885702,595.9562968,0.078475,0,pre,14
15,bw13_207a,367,87,1,70,None,7/26/2013 17:17,7/26/2013 17:23,33.66668042,-118.2770614,0.433017539,319.8783719,0.138691,0,pre,15
16,bw13_207a,125,33,0,35,None,7/26/2013 17:24,7/26/2013 17:26,33.66920269,-118.2787155,0.973514542,187.6170431,0.219517,0,pre,16
17,bw13_207a,143,21,0,51,None,7/26/2013 17:26,7/26/2013 17:29,33.66936317,-118.2807314,0.015963255,386.4375782,0.023567,0,pre,17
18,bw13_207a,449,43,2,56,None,7/26/2013 17:30,7/26/2013 17:37,33.66963814,-118.2848895,-3.30E-07,508.030293,0.355196,0,pre,18
19,bw13_207a,337,49,3,75,None,7/26/2013 17:38,7/26/2013 17:44,33.66999963,-118.2903558,-2.68E-07,413.6405841,0.172068,0,pre,19
20,bw13_207a,328,48,1,5,Silent,7/26/2013 17:45,7/26/2013 17:50,33.67029396,-118.2948066,-0.100988482,266.4695366,0.270695,0,during,20
21,bw13_207a,214,47,2,51,Silent,7/26/2013 17:50,7/26/2013 17:54,33.67072479,-118.2976359,-0.53373648,81.51961229,0.562436,0,during,21
22,bw13_207a,92,44,1,5,Silent,7/26/2013 17:55,7/26/2013 17:56,33.67120597,-118.2982992,-0.049747933,30.48514048,0.245828,0,during,22
23,bw13_207a,108,42,1,39,Silent,7/26/2013 17:56,7/26/2013 17:58,33.67139596,-118.2985362,-1.428467875,53.02638442,0.383566,0,during,23
24,bw13_207a,188,41,2,47,Silent,7/26/2013 17:59,7/26/2013 18:02,33.67178432,-118.2982048,-0.303174543,117.974967,0.931454,0,during,24
25,bw13_207a,274,45,3,58,Silent,7/26/2013 18:03,7/26/2013 18:07,33.6724258,-118.2971911,0.913654854,4.243293036,0.745213,0,during,25
26,bw13_207a,182,41,2,17,Silent,7/26/2013 18:08,7/26/2013 18:11,33.67246391,-118.2971906,1.954387348,79.89405677,0.72681,0,during,26
27,bw13_207a,108,39,1,27,Silent,7/26/2013 18:11,7/26/2013 18:13,33.67220065,-118.2979929,-0.916561178,164.0851386,0.801629,0,during,27
28,bw13_207a,252,44,3,83,None,7/26/2013 18:14,7/26/2013 18:18,33.67296667,-118.2995061,-0.446242407,648.8388455,0.548468,0,post,28
29,bw13_207a,248,41,0,72,None,7/26/2013 18:19,7/26/2013 18:23,33.67784857,-118.3033325,1.022843394,364.5164905,0.111463,0,post,29
30,bw13_207a,213,47,0,29,None,7/26/2013 18:25,7/26/2013 18:28,33.67773902,-118.3072652,0.0705391,319.0409996,0.010212,0,post,30
31,bw13_207a,311,91,3,51,None,7/26/2013 18:29,7/26/2013 18:34,33.67744009,-118.3106904,2.192797752,273.6474001,0.646288,0,post,31
32,bw13_207a,316,103,3,86,None,7/26/2013 18:35,7/26/2013 18:40,33.67559567,-118.3087376,-0.129368042,299.9662555,0.965656,0,post,32
33,bw13_207a,365,90,3,52,None,7/26/2013 18:41,7/26/2013 18:47,33.67336129,-118.3069277,0.087644054,321.1564434,0.46304,0,post,33
34,bw13_207a,270,85,3,37,None,7/26/2013 18:48,7/26/2013 18:53,33.67111908,-118.3047463,0.380571921,276.9654358,0.459818,0,post,34
35,bw13_207a,197,91,2,57,None,7/26/2013 18:53,7/26/2013 18:57,33.66990628,-118.302136,-0.046145199,412.785423,0.686338,0,post,35
36,bw13_207a,341,99,3,62,None,7/26/2013 18:57,7/26/2013 19:03,33.66795081,-118.2983504,NA,NA,0.370416,0,post,36
37,bw13_207a,236,118,0,75,None,7/26/2013 19:04,7/26/2013 19:08,NA,NA,NA,NA,0.034401,0,post,37
1,bw13_214b,326,103,0,77,None,8/2/2013 10:36,8/2/2013 10:22,NA,NA,NA,NA,NA,0,pre,1
2,bw13_214b,506,85,3,86,None,8/2/2013 10:23,8/2/2013 10:31,NA,NA,NA,NA,0.470032,0,pre,2
3,bw13_214b,345,76,0,83,None,8/2/2013 10:33,8/2/2013 10:38,NA,NA,NA,NA,0.300129,0,pre,3
4,bw13_214b,574,176,0,145,None,8/2/2013 10:40,8/2/2013 10:49,33.60463621,-118.2773694,NA,514.5720618,0.540516,0,pre,4
5,bw13_214b,495,114,0,87,None,8/2/2013 10:52,8/2/2013 11:00,33.60727038,-118.2819302,-0.949292676,1141.084533,0.145328,0,pre,5
6,bw13_214b,564,187,0,177,None,8/2/2013 11:01,8/2/2013 11:11,33.61751919,-118.2821557,-0.010644787,1334.26082,0.127448,0,pre,6
7,bw13_214b,499,248,0,521,None,8/2/2013 11:14,8/2/2013 11:22,33.6295047,-118.2822673,-0.265235064,660.6506623,0.164534,0,pre,7
8,bw13_214b,695,262,3,211,None,8/2/2013 11:31,8/2/2013 11:42,33.63524645,-118.2804644,-2.041123947,475.8985752,0.284384,0,pre,8
9,bw13_214b,661,245,3,228,None,8/2/2013 11:46,8/2/2013 11:57,33.63239153,-118.2766425,-0.53531289,402.431637,0.153115,0,pre,9
10,bw13_214b,322,56,0,66,None,8/2/2013 12:01,8/2/2013 12:06,33.62894403,-118.2753358,-0.352202567,606.321587,0.00375,0,pre,10
11,bw13_214b,306,77,0,71,None,8/2/2013 12:07,8/2/2013 12:12,33.62350266,-118.2756246,0.162194564,681.1951843,0.00305,0,pre,11
12,bw13_214b,240,67,0,58,None,8/2/2013 12:13,8/2/2013 12:17,33.61742514,-118.2747675,9.18E-06,760.1457691,0.002808,0,pre,12
13,bw13_214b,350,79,0,106,None,8/2/2013 12:18,8/2/2013 12:24,33.61064324,-118.2738111,1.11E-05,918.0466408,0.086685,0,pre,13
14,bw13_214b,372,86,0,83,None,8/2/2013 12:26,8/2/2013 12:32,33.60245259,-118.2726561,0.345784797,767.7376221,0.008118,0,pre,14
15,bw13_214b,377,73,0,104,None,8/2/2013 12:33,8/2/2013 12:40,33.59627493,-118.2689749,1.393369137,696.9098339,0.184577,0,pre,15
16,bw13_214b,429,71,0,83,None,8/2/2013 12:41,8/2/2013 12:48,33.59805314,-118.2617685,1.268759102,599.0753345,0.298763,0,pre,16
17,bw13_214b,287,56,0,83,None,8/2/2013 12:50,8/2/2013 12:55,33.60343405,-118.2616662,1.389065468,808.7233102,0.039505,0,pre,17
18,bw13_214b,316,58,0,84,None,8/2/2013 12:56,8/2/2013 13:01,33.60487044,-118.2702166,0.436659638,619.4777464,0.21376,0,pre,18
19,bw13_214b,273,75,0,273,None,8/2/2013 13:03,8/2/2013 13:07,33.60354436,-118.2767056,-0.315445232,787.5523901,0.062169,0,pre,19
20,bw13_214b,446,197,0,301,None,8/2/2013 13:08,8/2/2013 13:15,33.60408853,-118.2851746,-0.386088244,789.2506354,0.133257,0,pre,20
21,bw13_214b,1028,304,8,223,None,8/2/2013 13:20,8/2/2013 13:37,33.60727007,-118.2927822,NA,NA,0.825709,0,pre,21
1,bw13_217a,506,119,5,101,None,8/5/2013 8:30,8/5/2013 8:38,NA,NA,NA,NA,0.201271,0,pre,1
2,bw13_217a,485,96,4,100,None,8/5/2013 8:40,8/5/2013 8:48,33.58021841,-118.0473939,NA,269.7777277,0.60979,0,pre,2
3,bw13_217a,482,105,5,93,None,8/5/2013 8:49,8/5/2013 8:57,33.57836696,-118.045517,-0.147418197,242.8898034,0.440785,0,pre,3
4,bw13_217a,492,105,5,107,None,8/5/2013 8:59,8/5/2013 9:07,33.57651168,-118.0441386,1.31889383,217.2983321,0.760569,0,pre,4
5,bw13_217a,474,103,5,105,None,8/5/2013 9:09,8/5/2013 9:17,33.57710255,-118.0419056,-0.396763582,291.8436079,0.580967,0,pre,5
6,bw13_217a,527,110,6,101,None,8/5/2013 9:19,8/5/2013 9:27,33.57686194,-118.0387721,-0.482751902,278.836697,0.563553,0,pre,6
7,bw13_217a,466,101,5,92,None,8/5/2013 9:29,8/5/2013 9:37,33.57549504,-118.0362528,-0.588873029,169.9999883,0.828924,0,pre,7
8,bw13_217a,492,104,5,122,None,8/5/2013 9:38,8/5/2013 9:47,33.57409166,-118.03553,-2.016486221,242.4362338,0.860331,0,pre,8
9,bw13_217a,538,109,6,120,None,8/5/2013 9:49,8/5/2013 9:58,33.5741745,-118.038142,-0.393931243,395.4265733,0.753477,0,pre,9
10,bw13_217a,548,112,6,126,None,8/5/2013 9:59,8/5/2013 10:09,33.57566946,-118.0420096,-0.164166202,173.1458536,0.4457,0,pre,10
11,bw13_217a,543,118,6,130,None,8/5/2013 10:11,8/5/2013 10:20,33.57654661,-118.0435513,-2.970711737,272.8248247,0.681793,0,pre,11
12,bw13_217a,485,112,5,108,None,8/5/2013 10:22,8/5/2013 10:30,33.57553017,-118.0408745,-2.111090308,43.85310376,0.539131,0,pre,12
13,bw13_217a,676,124,7,147,None,8/5/2013 10:32,8/5/2013 10:43,33.57530488,-118.0412624,NA,NA,0.688558,0,pre,13
1,bw13_259a,287,43,2,53,None,9/16/2013 10:18,9/16/2013 10:23,NA,NA,NA,NA,0.306615,0,pre,1
2,bw13_259a,230,29,2,77,None,9/16/2013 10:24,9/16/2013 10:27,NA,NA,NA,NA,0.742971,0,pre,2
3,bw13_259a,256,37,2,5,None,9/16/2013 10:29,9/16/2013 10:33,33.7819617,-118.4701316,NA,56.57585329,0.313224,0,pre,3
